#layout,nranks,run,minranksperisland, MIN_para_read_fopen,MAX_para_read_fopen,AVG_para_read_fopen, MIN_seri_read_fopen,MAX_seri_read_fopen,AVG_seri_read_fopen, MIN_para_write_fopen,MAX_para_write_fopen,AVG_para_write_fopen, MIN_seri_write_fopen,MAX_seri_write_fopen,AVG_seri_write_fopen, MIN_para_read_headers,MAX_para_read_headers,AVG_para_read_headers, MIN_seri_read_headers,MAX_seri_read_headers,AVG_seri_read_headers, MIN_distribute_header,MAX_distribute_header,AVG_distribute_header, MIN_para_read_parts,MAX_para_read_parts,AVG_para_read_parts, MIN_seri_read_parts,MAX_seri_read_parts,AVG_seri_read_parts, MIN_distribute_parts,MAX_distribute_parts,AVG_distribute_parts, MIN_para_write_headers,MAX_para_write_headers,AVG_para_write_headers, MIN_seri_write_headers,MAX_seri_write_headers,AVG_seri_write_headers, MIN_gather_header,MAX_gather_header,AVG_gather_header, MIN_para_write_parts,MAX_para_write_parts,AVG_para_write_parts, MIN_seri_write_parts,MAX_seri_write_parts,AVG_seri_write_parts, MIN_gather_parts,MAX_gather_parts,AVG_gather_parts
packed,56,1,  1,0.000,0.000,0.000,0.012,0.253,0.077,0.000,0.000,0.000,0.003,0.055,0.029,0.000,0.000,0.000,0.003,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.000,31.149,34.855,34.030,3.763,7.083,6.573,0.008,0.009,0.008,0.000,0.000,0.000,0.000,0.000,0.000,15.067,21.506,19.555,0.000,0.000,0.000,3.739,7.085,6.578
packed,56,2,  1,0.000,0.000,0.000,0.002,0.251,0.046,0.000,0.000,0.000,0.753,1.182,1.143,0.000,0.000,0.000,0.002,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.000,25.390,36.566,35.177,3.744,7.083,6.575,0.004,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0.000,13.187,19.668,17.548,0.000,0.000,0.000,3.729,7.083,6.575
packed,56,3,  1,0.000,0.000,0.000,0.001,0.092,0.046,0.000,0.000,0.000,0.158,1.307,1.132,0.000,0.000,0.000,0.002,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.000,29.308,35.899,34.557,3.797,7.081,6.577,0.003,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0.000,15.261,20.922,18.814,0.000,0.000,0.000,3.767,7.086,6.571
packed,56,4,  1,0.000,0.000,0.000,0.002,0.214,0.062,0.000,0.000,0.000,0.504,0.939,0.875,0.000,0.000,0.000,0.002,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.000,33.987,38.462,37.295,3.769,7.078,6.574,0.004,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0.000,24.906,33.857,31.854,0.000,0.000,0.000,3.733,7.084,6.571
packed,56,5,  1,0.000,0.000,0.000,0.001,0.263,0.057,0.000,0.000,0.000,0.489,1.496,1.394,0.000,0.000,0.000,0.002,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.000,24.828,40.820,37.482,3.778,7.077,6.572,0.003,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0.000,81.902,94.000,91.787,0.000,0.000,0.000,3.759,7.091,6.570
packed,56,6,  1,0.000,0.000,0.000,0.002,0.127,0.052,0.000,0.000,0.000,3.871,4.445,4.419,0.000,0.000,0.000,0.002,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.000,34.694,41.807,39.896,3.774,7.081,6.577,0.003,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0.000,65.136,71.381,69.829,0.000,0.000,0.000,3.741,7.085,6.571
packed,56,7,  1,0.000,0.000,0.000,0.002,0.131,0.064,0.000,0.000,0.000,4.375,5.799,5.296,0.000,0.000,0.000,0.002,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.000,35.496,46.591,42.277,3.780,7.076,6.570,0.003,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0.000,85.566,90.725,89.100,0.000,0.000,0.000,3.742,7.088,6.571
packed,56,8,  1,0.000,0.000,0.000,0.001,0.756,0.073,0.000,0.000,0.000,2.112,2.539,2.509,0.000,0.000,0.000,0.002,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.000,26.747,42.486,39.010,3.759,7.084,6.572,0.003,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0.000,49.901,68.912,60.031,0.000,0.000,0.000,3.735,7.082,6.574
packed,56,9,  1,0.000,0.000,0.000,0.001,0.643,0.106,0.000,0.000,0.000,8.130,9.175,8.909,0.000,0.000,0.000,0.002,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.000,34.635,53.877,45.425,3.783,7.081,6.570,0.003,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0.000,79.757,97.725,95.274,0.000,0.000,0.000,3.763,7.081,6.572
packed,56,10,  1,0.000,0.000,0.000,0.001,0.176,0.076,0.000,0.000,0.000,3.293,4.575,4.193,0.000,0.000,0.000,0.002,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.000,30.809,41.260,38.671,3.772,7.084,6.576,0.003,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0.000,30.845,87.862,67.681,0.000,0.000,0.000,3.754,7.083,6.571
